"address","business_id","categories","city","is_open","latitude","longitude","name","postal_code","review_count","stars","state"
"5110-1E Park Rd","L_X5eAd4moE40AsX6Havhg","Restaurants, Mexican","Charlotte",True,"35","-81","1900 Mexican Grill","28209","89","4","NC"
"6416 Rea Rd","JYWP4PR_9VDQEb0OqycoqQ","Shopping, Drugstores","Charlotte",True,"35","-81","Cvs Front Store","28277","3","4","NC"
"6926 Shannon Willow Rd, Ste 200","TYmPhK4jhk3wV9SNWd8h-Q","Veterinarians, Pets","Charlotte",True,"35","-81","4 Seasons Cat Hospital","28226","15","4","NC"
"4541 Sunset Rd","f0W6bna3rd1q7Qwli1Iqiw","Restaurants, Breakfast & Brunch, American (Traditional), Diners","Charlotte",True,"35","-81","Denny's","28216","37","3","NC"
"3425 David Cox Rd","6kZfsRDVaLE7ByADH2dTmw","Restaurants, Sports Bars, Nightlife, Bars","Charlotte",False,"35","-81","Midtown Sundries","28269","7","3","NC"
"4400 Sharon Rd","YJGNVEVfX0SQMgBAv-WUOQ","Men's Clothing, Fashion, Women's Clothing, Shopping, Accessories","Charlotte",True,"35","-81","Burberry","28211","7","4","NC"
"8516 S Tryon, Ste 103","nx4L9KZnGJh7P5ylUnquow","Hair Salons, Beauty & Spas","Charlotte",True,"35","-81","Fancycut","28273","16","4","NC"
"8128 Providence Rd","4D3eOUFNWayFmeu8kXXvoQ","Shoe Stores, Shopping, Fashion","Charlotte",True,"35","-81","Birkenstock Feet First","28277","15","3","NC"
"3130 Driwood Ct, Ste B","7mgNBuU68N5fzdG3JxN1XQ","Restaurants, Indian, Food","Charlotte",True,"35","-81","Persis Biryani Indian Grill","28269","156","4","NC"
"1421-C Orchard Lake Dr","WMWviqWzXuwAjpWFF-jWqw","Mass Media, Print Media","Charlotte",True,"35","-81","Charlotte Weekly","28270","3","2","NC"
"8305 University Exec Park Dr","Z4z9vh9pOkqhWIB7vYeXDQ","Dentists, Cosmetic Dentists, Health & Medical, General Dentistry","Charlotte",True,"35","-81","University Dental Associates Charlotte University II","28262","3","3","NC"
"1001 E Wt Harris Blvd, Ste P150","q_kfNrBb0LRuYctkVPDo-A","Shades & Blinds, Handyman, Home Services","Charlotte",True,"35","-81","Handy Manny NC","28213","11","2","NC"
"2210 Hawkins St","7HKvR3842K63MVnQoyq47Q","Food, Health & Medical, Health Markets, Nutritionists, Specialty Food","Charlotte",True,"35","-81","Project Lean Nation","28203","3","5","NC"
"9724 Rea Rd","_AINW19k1QANvuJY3gwAIQ","Nail Salons, Beauty & Spas","Charlotte",True,"35","-81","VIP Nails","28277","5","2","NC"
"5102 Casper Dr","kfus6_k3sui2xX8TCZ4V5g","Home Services, Real Estate","Charlotte",True,"35","-81","The Vineyards on Lake Wylie","28214","6","4","NC"
"9200 Otter Creek Dr","phjXraLxT9aJPxdDxcWVVA","Real Estate, Apartments, Home Services","Charlotte",True,"35","-81","Legacy Ballantyne","28277","6","2","NC"
"3205 N Davidson St","uImmo1jTaMJAu601jmToKg","Nightlife, Bars","Charlotte",False,"35","-81","Sin City","28205","10","4","NC"
"1600 E Woodlawn Rd","GhGYQ5WI4LdH53591fUMMA","Chinese, Local Flavor, Asian Fusion, Japanese, Thai, Restaurants","Charlotte",False,"35","-81","WAM Asian Grill","28209","23","3","NC"
NULL,"dHrBnMBhGuCAOPyrZW8aGg","Carpet Cleaning, Local Services, Professional Services, Home Services, Office Cleaning, Home Cleaning","Charlotte",True,"35","-81","Enjoy Maids","28213","15","5","NC"
"220 N Pine St, Ste C","QdCWizXo6AmqZaSThrEhYA","Nail Salons, Eyelash Service, Hair Removal, Beauty & Spas","Charlotte",False,"35","-81","Elle Nails & Spa","28202","23","2","NC"
"4300 Sharon Rd","UyvcKX8HjrJUKTLs5xjgrw","Apartments, Home Services, Property Management, Real Estate","Charlotte",False,"35","-81","The Residence at SouthPark by Bozzuto","28211","9","4","NC"
"4900 South Tryon St","CAOnmH06liJa74jkK-uZ3A","Hotels, Hotels & Travel, Event Planning & Services","Charlotte",True,"35","-81","La Quinta Inn & Suites Charlotte Airport South","28217","48","3","NC"
"8192 S Tryon St","OJgfkouGs2Ia0wtuV6NSoQ","Home Services, Building Supplies","Charlotte",True,"35","-81","Lowe's Home Improvement Warehouse Stores","28273","14","3","NC"
"127 N Tryon St, Ste 270","cnRMezUuLesmJHruUpAECA","Food, Chinese, Food Delivery Services, Asian Fusion, Restaurants","Charlotte",False,"35","-81","Wok Bar","28202","12","3","NC"
"610 McNinch St","Qo2hBznRs0UVjfINTrwvcw","Stadiums & Arenas, Nightlife, Arts & Entertainment","Charlotte",True,"35","-81","The Shed","28208","3","4","NC"
"2300 Sardis Rd N, Ste G","3KFUlJKD4EmWSw7XlTaEkA","Orthodontists, Dentists, Prosthodontists, Health & Medical, General Dentistry, Cosmetic Dentists","Charlotte",True,"35","-81","University Dental Associates - Crown Point","28227","5","5","NC"
"7800 Rea Rd, Ste A","SBPttAVjzEnN3VE6sKiaMg","Restaurants, Chinese","Charlotte",False,"35","-81","Jo Jo China Bistro","28277","35","4","NC"
"10000 Ballantyne Cmns Pkwy","mVm2PlWQqVLSs2rXxpwwaw","Fitness & Instruction, Active Life, Hotels & Travel, Golf, Golf Lessons","Charlotte",True,"35","-81","The Golf Club at Ballantyne","28277","10","4","NC"
"4800 S Tryon St","suJ-eo5Gkvcg0iXVQw4RyA","Hotels & Travel, Event Planning & Services, Steakhouses, Restaurants, Hotels","Charlotte",True,"35","-81","Embassy Suites by Hilton Charlotte","28217","100","3","NC"
"9864 Rea Rd, Ste A","c9sB3U6aAJ8_5GFkcbuKQg","American (New), Delis, Sandwiches, Salad, Restaurants","Charlotte",True,"35","-81","McAlister's Deli","28227","26","3","NC"
"2400 Cascade Pointe Blvd","QT--1yBePDPLCNJ6fmQOng","Hotels & Travel, Event Planning & Services, Hotels","Charlotte",True,"35","-81","Hilton Garden Inn Charlotte Airport","28208","38","4","NC"
"4506 Monroe Rd","CRAcSTA2F6-TAs1lQ7DyGg","Education, Specialty Schools, Art Schools, Arts & Entertainment","Charlotte",True,"35","-81","Clayworks","28205","3","5","NC"
"5716-A Wyalong Dr","YaGkCO51sV6MLavJ3XUmWw","Restaurants, Chinese","Charlotte",True,"35","-81","China Fun","28227","21","3","NC"
"8138 Mount Holly Huntersville Rd","XlMBk4nCE0ojoZ32xO-F6w","Food, Grocery","Charlotte",True,"35","-81","Food Lion","28216","8","4","NC"
"7725 Ballantyne Commons Pkwy, Ste 101","1_fBOk-1ZHG8oqaUL0SCyA","Beauty & Spas, Medical Centers, Skin Care, Doctors, Health & Medical, Cosmetic Surgeons","Charlotte",True,"35","-81","The Refine Institute","28277","3","5","NC"
"3443 Wilkinson Blvd","MPHTTk4kA_qOHholB53H5w","Chicken Shop, Breakfast & Brunch, Chicken Wings, Restaurants, Fast Food","Charlotte",True,"35","-81","Church's Chicken","28208","5","3","NC"
"3304 Eastway Dr, Ste D","O99JmWCzNPh9alVTP_ZJ0g","Local Services, Self Storage","Charlotte",True,"35","-81","Extra Space Storage","28205","3","5","NC"
"9740 Ashley Lake Ct","bWoDHmajWYm13SiNEr_olg","Real Estate, Apartments, Home Services","Charlotte",True,"35","-81","Ashley Court Apartments","28262","5","4","NC"
"7510 Pineville Matthews Rd, Ste 10","AQ3C9jSx1wBU_TUIVj366A","Food, Ice Cream & Frozen Yogurt","Charlotte",True,"35","-81","Jolly Rolls Ice Cream","28226","11","2","NC"
"8215 University City Blvd, Ste A","7m867lvE71rO_xJCjh8-gw","Shopping, Department Stores, Fashion","Charlotte",False,"35","-81","Marshalls","28213","4","4","NC"
"3827 Barringer Dr","emu6cSh09_RfSlEbkUhnkA","Home Services, Movers","Charlotte",True,"35","-81","Gentle Giant Moving Company","28217","36","5","NC"
"6434 W Sugar Creek Rd, Ste D","X9XT0Y8wHMOYpV9uFD-xlQ","Japanese, Sushi Bars, Asian Fusion, Restaurants","Charlotte",False,"35","-81","Mai Japanese Restaurant","28269","20","4","NC"
"13540 Hoover Creek Blvd, Ste 100","4n8hgpum1wgC71jFRf0sjw","Hair Salons, Makeup Artists, Beauty & Spas, Nail Salons, Cosmetics & Beauty Supply, Shopping, Hair Stylists, Skin Care","Charlotte",True,"35","-81","Ulta Beauty","28273","17","3","NC"
"7322 Plaza Road Ext","htzlBd57NBOaqLB337MTlw","Department Stores, Shopping, Fashion","Charlotte",True,"35","-81","Dollar General Stores","28215","3","4","NC"
"309 S Sharon Amity Rd","0zAHEcRA0DXmHYZmSFQE-Q","Food, Farmers Market","Charlotte",True,"35","-81","Cotswold Farmers Market","28211","4","5","NC"
"6311 Carmel Rd, Ste C","pNqh89KSaKSgZR32G0h5uw","Local Flavor, Yelp Events","Charlotte",True,"35","-81","Yelp Quirks Out: Kickboxing at Metro Fitness 51","28226","3","5","NC"
"15025 Lancaster Hwy, Ste D5","wMaWLXh8xBgStWrAbGNIyg","Beauty & Spas, Nail Salons","Charlotte",True,"35","-81","Beautiful Nails","28277","21","4","NC"
NULL,"Y2SDF5YF5Ly1oWIQcvWpCg","Security Systems, Security Services, Home Services, Professional Services, Home Automation","Charlotte",True,"35","-81","ADT Security Services","28273","11","1","NC"
"13209 Carowinds Blvd","7Gp2aoP_VaQqzVWSg5URMA","Shoe Repair, Local Services, Sewing & Alterations, Dry Cleaning, Laundry Services","Charlotte",True,"35","-81","Ruby Alterations & Cleaners","28273","10","5","NC"
"5407 South Blvd","D0gKNbcK7wxi35v6tvn1qA","Arts & Crafts, Home Services, Fabric Stores, Shopping, Interior Design","Charlotte",False,"35","-81","Hancock Fabrics","28217","10","3","NC"
"5335 Ballantyne Commons Pkwy, Ste F","HGDXh5eBgW8pcuh-0j8n9w","Shopping, Candle Stores, Furniture Stores, Home & Garden, Fashion, Department Stores, Home Decor","Charlotte",True,"35","-81","Pier 1","28277","3","4","NC"
"15105 John J Delaney Dr, Ste K","WmJBeH6-Gra-TvIQlVWJGw","Cosmetic Dentists, Health & Medical, General Dentistry, Dentists","Charlotte",True,"35","-81","Ballantyne Center for Dentistry","28277","9","5","NC"
"333 W Trade St","o3Kd6hNWY5ikm1hre_BLGw","Nightlife, Bars, Wine Bars, Tapas/Small Plates, Restaurants, American (New)","Charlotte",False,"35","-81","Threes Tap Room Wine Bar Cafe","28202","23","4","NC"
"9029 South Blvd","cjxXpWsNK7F0azoPnEm31g","Body Shops, Automotive, Auto Repair, Car Dealers","Charlotte",True,"35","-81","HendrickCars.com Charlotte","28273","3","4","NC"
"6903 Phillips Pl Ct","749MsdV9v1SijXaLrY23pw","Candy Stores, Delis, Desserts, Bakeries, Chocolatiers & Shops, Beer, Wine & Spirits, Restaurants, Coffee & Tea, Specialty Food, Grocery, Cheese Shops, Food","Charlotte",False,"35","-81","Dean & DeLuca","28210","159","4","NC"
"2630 E 7th St","daG_EvbCVd-jImIRugATPA","Doctors, Hospitals, Weight Loss Centers, Health & Medical","Charlotte",True,"35","-81","Carolinas Weight Management & Wellness Center","28204","5","3","NC"
"200 W Woodlawn Rd","ykNux6Q2Fpo4iCNi93aHdQ","American (New), Seafood, Restaurants, Live/Raw Food, Bars, Nightlife","Charlotte",True,"35","-81","Bankers Raw Bar","28217","24","3","NC"
"11701 Elevation Point Dr","EXJ0ceZGbYxZ3rK-8f4dHQ","Churches, Religious Organizations","Charlotte",True,"35","-81","Elevation Church - Ballantyne","28277","14","5","NC"
"3520 Toringdon Way","8jkrh2Gp8sam24LlKciIfQ","Health & Medical, Chiropractors","Charlotte",True,"35","-81","The Chiropractors At Toringdon","28277","3","5","NC"
"6003 Albemarle Rd","-T0M3exc6tC6sw5LjtVdDQ","Coffee & Tea, Burgers, Breakfast & Brunch, Food, Restaurants","Charlotte",True,"35","-81","Silver Bullet Diner","28212","20","4","NC"
"6324 South Boulevard","ciEcm7jRYmjMQALXsBoKhQ","Automotive, Oil Change Stations, Transmission Repair, Tires, Auto Repair","Charlotte",True,"35","-81","Jiffy Lube","28217","15","4","NC"
"4400 Sharon Rd","OuQfFgsJpgWmdCHGegLjXg","Local Services, IT Services & Computer Repair, Shopping, Mobile Phones, Electronics, Computers","Charlotte",True,"35","-81","Apple","28211","122","3","NC"
"1917 Ayrsley Town Blvd","YGETnPUejkVPiQOGwLxMUQ","Hotels & Travel, Hotels, Event Planning & Services","Charlotte",True,"35","-81","Embassy Suites by Hilton Charlotte Ayrsley","28273","28","4","NC"
"11630 Waverly Center Dr","aD83v5anImc1vTH-bp3KBw","Soup, Restaurants, Salad, Sandwiches","Charlotte",True,"35","-81","Panera Bread","28277","26","2","NC"
"2303 W Morehead St, Ste 200","iXNsS64iYAi4AR3CLEqliQ","Self Storage, Local Services, Home Services, Movers","Charlotte",True,"35","-81","Global Moving","28208","3","1","NC"
"1226 East Blvd","hqLkrs03Bbup32V0-jKucA","Beauty & Spas, Hair Salons","Charlotte",True,"35","-81","Salon Botanical","28203","5","5","NC"
"2413 S Tryon St","bFFniA_WFpLSCPwdmVd6CQ","Auto Repair, Transmission Repair, Auto Parts & Supplies, Automotive, Oil Change Stations","Charlotte",True,"35","-81","AAMCO Transmissions & Total Car Care","28203","6","5","NC"
"6430 W Sugar Creek Rd","qOF5SIk2QJbib0ciftWPcg","Grocery, Food","Charlotte",False,"35","-81","Bloom","28269","5","2","NC"
"366 N Caswell St","RbMo9QIPDWP7nAAolS7IFA","Bars, Sports Bars, Food, Irish, Restaurants, American (Traditional), Nightlife, Beer, Wine & Spirits","Charlotte",False,"35","-81","Kennedy's Premium Bar and Grill","28204","111","4","NC"
"2921 Providence Rd, Ste 102","ofpuVYCw6VCkybFVIdwYEQ","Bagels, Food, Breakfast & Brunch, Delis, Restaurants","Charlotte",True,"35","-81","Poppy's Bagels & More","28211","234","4","NC"
"11930 Providence Rd W, Ste C-2","66jnSTOfS26r8dQ5VYB1-A","Active Life, Weight Loss Centers, Gyms, Health & Medical, Fitness & Instruction, Trainers","Charlotte",False,"35","-81","Anytime Fitness","28277","4","4","NC"
"4707 South Blvd","DqSeeMvNJZrJfQoHqL0S9Q","Sports Medicine, Pain Management, Health & Medical, Doctors, Chiropractors, Physical Therapy, Medical Centers","Charlotte",True,"35","-81","Dynamic Health and Pain Management","28217","5","2","NC"
"129 W Trade St","kuGwjW3QS8Y4dACh_vi-DQ","Nutritionists, Trainers, Gyms, Health & Medical, Active Life, Fitness & Instruction","Charlotte",False,"35","-81","Elements For Women","28202","3","4","NC"
"1820 Sardis Rd N","Xg7Gt8vlSPxSypDQQSVsAA","Restaurants, Mexican","Charlotte",True,"35","-81","Mi Pueblo Mexican Grill","28270","158","4","NC"
"6100 Fairview Rd, Ste 300","GmcVr1xMeCxEiMfmT6dAFg","Local Services","Charlotte",True,"35","-81","1st Americard","28210","4","2","NC"
"3415 Westinghouse Blvd, Ste 4","qASYSBEkW-Qlc1r7JPpO5w","Flooring, Refinishing Services, Painters, Professional Services, Carpenters, Home Services","Charlotte",True,"35","-81","Accent Wood Floors","28273","4","5","NC"
"4335 Park Rd","AY19WQ4S096AVPV6YeB9sQ","Burgers, Fast Food, Sandwiches, Restaurants","Charlotte",True,"35","-81","Wendy's","28209","18","2","NC"
"12820 S Tryon St, Ste120","EVCLVY5Jazha-XXDwQavqw","Pizza, Restaurants","Charlotte",True,"35","-81","Marco's Pizza","28273","21","3","NC"
"3530 Dewitt Ln","m3bVxwzJhTmrWJTLpNNDIg","Furniture Stores, Antiques, Home Decor, Shopping, Home & Garden","Charlotte",False,"35","-81","Reinvented Charlotte","28217","10","4","NC"
"224 E 7th St","Rs-VhTqmuAdHg3CGGUr4Dg","Shopping, Specialty Food, Restaurants, Food, Cheese Shops, Sandwiches","Charlotte",True,"35","-81","Orrman's Cheese Shop","28202","53","5","NC"
"9844 Rea Rd","TuijIjdP-ZSesyTnCusSYw","Shopping, Jewelry","Charlotte",True,"35","-81","Handpicked","28277","3","2","NC"
"13024 Ballantyne Corporate Pl, Ste 100","aJtp5OAqy2v593PudgUvow","Financial Services, Banks & Credit Unions","Charlotte",True,"35","-81","Carolina Premier Bank","28277","4","4","NC"
"5940 Monroe Rd","7dZnsiYFDJFPEdyk-pcZoA","Home Services, Contractors","Charlotte",True,"35","-81","Bainbridge Crew","28212","3","1","NC"
"16019 Lancaster Hwy","yUY30Pc1TTeqIAa0wJkpiA","Beer, Wine & Spirits, Food","Charlotte",True,"35","-81","ABC Store of Mecklenburg County","28277","3","3","NC"
"4735 Carmel Rd","Z-xtYm7j_X75Waa2Vqj5ig","Golf, Active Life, Country Clubs, Arts & Entertainment","Charlotte",True,"35","-81","Carmel Country Club","28226","5","4","NC"
"4905 Ashley Park Ln, Ste I, Corkbuzz","801Hm3RTc7fXby9aft2y-A","Wine Bars, Beverage Store, Bars, Food, Nightlife","Charlotte",True,"35","-81","The Cellar at Corkbuzz","28210","4","5","NC"
"3912 Wilkinson Blvd","LXXsJ75c9PvvnsrfPZgS7w","Local Services, Self Storage","Charlotte",True,"35","-81","Public Storage","28208","5","4","NC"
"10310 Mallard Creek Rd","VU1f5v5DzqCOMGOtQ0wPeA","Doctors, Obstetricians & Gynecologists, Health & Medical, Medical Centers","Charlotte",True,"35","-81","Brandon Gynecology Associates","28262","5","4","NC"
"4310 Sharon Road","V05RCDj9Me-1O7VHpT1oXw","Mediterranean, Greek, Seafood, Breakfast & Brunch, Restaurants, Tapas Bars","Charlotte",False,"35","-81","M5 Modern Mediterranean","28211","31","4","NC"
"9321 Jw Clay Blvd","OqhMk3pIe-q-_ixiC6TNjw","Soup, Breakfast & Brunch, Salad, Bagels, Food, Bakeries, Sandwiches, Coffee & Tea, Restaurants","Charlotte",True,"35","-81","Panera Bread","28262","66","4","NC"
"1820 S Blvd, Ste 200","CeZJ8zvk_hFFzIeeeMEgMw","Arts & Crafts, Shopping, Fashion, Event Planning & Services, Flowers & Gifts, Cards & Stationery, Women's Clothing, Jewelry","Charlotte",False,"35","-81","SoBo Loft Boutique & Gifts","28203","5","4","NC"
"1000 Blythe Blvd","kANSnGlpopeQtMfZl4bVEg","Health & Medical, Hospitals","Charlotte",True,"35","-81","Carolinas Medical Center","28203","42","3","NC"
"9208 Ardrey Kell Rd, Ste 200","xDI5-BIP4V-yuzKNdd0FSQ","Waxing, Threading Services, Beauty & Spas, Nail Salons, Eyebrow Services, Hair Removal","Charlotte",True,"35","-81","Mickey's Nail Bar","28277","29","5","NC"
"1419 East Blvd, Ste M","9KbMRz8Y_wn9R8r20DArdQ","Day Spas, Waxing, Skin Care, Cosmetics & Beauty Supply, Shopping, Beauty & Spas, Hair Removal","Charlotte",True,"35","-81","Toska European Spa","28203","4","5","NC"
"235 W Tremont Ave, Ste 102","31wgPVAbwTm2acigZR1wwA","Men's Hair Salons, Beauty & Spas, Hair Salons, Barbers","Charlotte",True,"35","-81","Caliber Men's Grooming","28203","12","5","NC"
"714 W Morehead St","L_tP9yFyxI9AcozqEPrmNg","Automotive, Auto Repair","Charlotte",True,"35","-81","Steve's Motorsport","28208","3","5","NC"
"700 W 6th St","AAT50SSFgYWh4ntRAnxwuA","Local Services, Active Life, Funeral Services & Cemeteries","Charlotte",True,"35","-81","Elmwood Cemetery","28202","8","5","NC"
"4400 Sharon Rd, Space G41","9pJi6KG-GHZILKA_r9uZvQ","Fast Food, Mexican, Restaurants","Charlotte",True,"35","-81","Chipotle Mexican Grill","28211","43","3","NC"
"230 E WT Harris Blvd","39AOOQM4Ff6rWXW8b9ZPvw","Restaurants, Chinese, Buffets, Sushi Bars","Charlotte",False,"35","-81","Chen's Bistro","28262","9","2","NC"
"10365 Park Rd","wAq7H1WDWdClOxh_MMJhZQ","Hot Dogs, Burgers, Fast Food, Restaurants","Charlotte",True,"35","-81","Wendy's","28210","10","2","NC"
"1923 Westinghouse Bvld","nQ1fElcsEUxkaIm3sKt_2Q","Bars, Nightlife, Dive Bars, Pubs","Charlotte",True,"35","-81","The Trap Bar & Billiards","28273","10","5","NC"
"1100 Metropolitan Ave, Ste F-160","wOiurN6SrE4UmX6PvG_UaQ","Furniture Stores, Home Decor, Home & Garden, Shopping","Charlotte",True,"35","-81","west elm","28204","39","3","NC"
"10230 Berkeley Place Dr, Ste 200","Ib94a6f3G6kPOgUc9xqw6A","Orthodontists, Dentists, Cosmetic Dentists, Health & Medical, Endodontists, General Dentistry","Charlotte",True,"35","-81","Stella O.Nnadi, DMD PA","28262","5","5","NC"
"8040 Providence Rd","6u8k8oucpuRjUUvr7vzQEg","Jewelry, Shopping","Charlotte",True,"35","-81","Handpicked","28277","7","3","NC"
"12312 Copper Way Ste, Ste 200","K_O8dVrDIOPe5675JEZIIg","Podiatrists, Health & Medical, Sports Medicine, Orthopedists, Doctors","Charlotte",True,"35","-81","iOrthoBIOLOGIX","28277","6","5","NC"
"316 East Blvd, Ste 202B","Kb1WHDxGXrT_uDxBO_TrsA","Nail Salons, Beauty & Spas","Charlotte",False,"35","-81","Nails by Lauren","28203","5","5","NC"
"11020 Hwy 29 N","25vpynn6KoFC_qEWgw8ylw","Local Services, Self Storage","Charlotte",True,"35","-81","Public Storage","28262","7","4","NC"
"6420 Rea Rd, B4","up8W0NlzhwbmrWNxny18Gg","Italian, Restaurants, Specialty Food, Pasta Shops, Food","Charlotte",True,"35","-81","DeSarnos","28277","3","5","NC"
"9510 University City Blvd, Ste 101","QShxCR0mR1vvZIylInZDAQ","Vegetarian, Restaurants, Indian, Pakistani","Charlotte",False,"35","-81","Udipi Indian Cuisine","28263","4","3","NC"
"2109 South Blvd","OYB1niC3P2qP8Jf0bigB7A","Fast Food, Mexican, Restaurants","Charlotte",True,"35","-81","Chipotle Mexican Grill","28203","108","3","NC"
"9101 Monroe Rd, Ste 100","cOo2kYltBT_bTCtRg0F52g","Automotive, Home Window Tinting, Vehicle Wraps, Car Window Tinting, Auto Security, Home Services, Auto Glass Services","Charlotte",True,"35","-81","Tint Pro","28270","5","5","NC"
"210 E Trade St, Ste C244","S-saSMYewwwOZoq9Bv_TNQ","IT Services & Computer Repair, Shopping, Mobile Phones, Mobile Phone Accessories, Local Services, Telecommunications","Charlotte",True,"35","-81","AT&T Store","28202","3","5","NC"
"4520 N Tryon St","6kq9oLduJAYkb2WjAb36KA","Vietnamese, Restaurants, Sandwiches","Charlotte",True,"35","-81","Le's Sandwiches & Cafe","28213","329","5","NC"
"2205 Park Rd","owjRcGYveYpZZBMl3LKqMg","Education, Active Life, Fitness & Instruction, Yoga, Specialty Schools","Charlotte",True,"35","-81","Yoga Shala Charlotte","28203","10","5","NC"
"1600 E Woodlawn Rd, Ste 270","Y7lpoA_lJ1rx3NNqHMgGwA","Burgers, Asian Fusion, Restaurants","Charlotte",False,"35","-81","Nom Nom Burger","28209","107","4","NC"
"8914 Pineville-Matthew Rd","SIsmJXG49vkrL6y75dSVcQ","Masonry/Concrete, Shopping, Landscaping, Landscape Architects, Contractors, Home & Garden, Hot Tub & Pool, Outdoor Furniture Stores, Decks & Railing, Home Services","Charlotte",True,"35","-81","Fun Outdoor Living","28226","5","4","NC"
"720 Governor Morrison St","OGkpTgu4BGPW4nzl7IbmAA","Ice Cream & Frozen Yogurt, Food","Charlotte",True,"35","-81","Golden Cow Creamery","28211","31","4","NC"
"5533 Westpark Dr","K81DSGPsflFdbyXFAytisQ","Shopping, Musical Instrument Services, Electronics, Music Production Services, Guitar Stores, Musical Instruments & Teachers, Professional Services, Local Services","Charlotte",True,"35","-81","Sam Ash Music Stores","28217","25","4","NC"
"6401 Morrison Blvd","LHdwS_uUy-sAsB7ynxk3ig","Beauty & Spas, Barbers","Charlotte",True,"35","-81","South Park Barber Shop","28211","21","4","NC"
"3410 Central Ave","ZUoLAWJRHriAzACz2LdBMw","Prosthodontists, Endodontists, Dentists, Cosmetic Dentists, General Dentistry, Health & Medical","Charlotte",True,"35","-81","Central Avenue Dental","28205","8","5","NC"
"16015-A Lancaster Hwy","zMnev6ayIxndjTKTazMcpw","American (Traditional), American (New), Breakfast & Brunch, Restaurants, Burgers","Charlotte",True,"35","-81","IHOP","28277","39","3","NC"
"2213 Distrubution Center Dr, Ste E","RGpu36lvc8wkcVq5g6dJ2Q","Self Storage, Movers, Home Services, Local Services","Charlotte",True,"35","-81","DeHaven's Transfer & Storage of Charlotte","28269","5","2","NC"
"1927 S Tryon St, Unit 103, Ste 105","VordMa13Ruf2GeBHAGb9HA","Shopping, Bespoke Clothing, Local Services, Sewing & Alterations, Fashion, Men's Clothing","Charlotte",True,"35","-81","Tom James Clothiers","28203","4","3","NC"
"12335 N Community House Rd, Ste 14","zzm9aR0UHEEEYdsR_zKcuw","Blow Dry/Out Services, Men's Hair Salons, Permanent Makeup, Hair Salons, Beauty & Spas, Hair Extensions, Hair Stylists","Charlotte",True,"35","-81","Serenity Hair Spa by Lauren","28277","4","5","NC"
"8538 Park Rd","pKreEGtnI4osKT7gWcQL2Q","Florists, Shopping, Food, Convenience Stores, Drugstores, Flowers & Gifts, Specialty Food, Grocery","Charlotte",True,"35","-81","Harris Teeter","28210","23","4","NC"
"7520 S Tryon St","P9-vsskzBmpx8j7pt_6YoA","Barbers, Beauty & Spas, Hair Salons, Men's Hair Salons","Charlotte",True,"35","-81","Who's Next Barbershop","28217","3","5","NC"
"9118 S Tryon St","mJc1El9i-CMKmRj8wLoUCg","Discount Store, Shopping","Charlotte",True,"35","-81","Dollar Tree","28273","4","3","NC"
"8516 S Tryon St, Ste 105","WKK4pVmSvlZu-oUT63fwNQ","Delis, Restaurants, Fast Food, Sandwiches","Charlotte",True,"35","-81","Firehouse Subs","28273","18","4","NC"
"4715 E Independence Blvd.","H3VefbNVj3vLw7w5aC7d8w","Spanish, Basque, Latin American, Restaurants, Peruvian","Charlotte",False,"35","-81","Machu Picchu","28212","10","5","NC"
"920 Yorkmont Ridge Ln","ndX20wi0hDj1xO5hBVbMIg","Apartments, Home Services, Real Estate","Charlotte",True,"35","-81","Courtney Ridge Apartments","28217","12","4","NC"
"1535 Remount Rd","HzGeL_H3rkm5W9DkN9FQBw","Seafood, Chinese, Soup, Restaurants","Charlotte",True,"35","-81","Golden Wok","28208","3","4","NC"
NULL,"0Mlzh34JqXZHxgXmxhta-A","Event Planning & Services, DJs","Charlotte",True,"35","-81","All The Right Grooves","28269","4","5","NC"
"210 E Trade St, Ste 380","rAd128pmhkjQ4SidWHbcQg","Gyms, Health & Medical, Trainers, Active Life, Yoga, Fitness & Instruction","Charlotte",True,"35","-81","Gold's Gym","28202","59","3","NC"
NULL,"YGIoq_pnciFgMjU9TVLAhw","Packing Services, Home Services, Movers, Junk Removal & Hauling, Recycling Center, Local Services","Charlotte",True,"35","-81","College Hunks Hauling Junk and Moving","28203","5","4","NC"
"8706 Pineville-Matthews Rd, Ste 100","XRT9dhzPS1n9iqmb_8eJjw","Sandwiches, Breakfast & Brunch, Restaurants, Bagels, Food","Charlotte",True,"35","-81","Bruegger's Bagels","28226","37","3","NC"
"1233 The Plz","EBywsNAway7Ftne0wAm0Tw","Public Services & Government, Post Offices","Charlotte",True,"35","-81","United States Post Office","28205","15","3","NC"
"12025 Winget Rd","Gk2XU65xWiBJz0hS4hkPXA","Active Life, Parks","Charlotte",True,"35","-81","Thomas Mcalister Winget District Park","28278","3","5","NC"
"707 Seigle Ave","Jb0SZLgQafaMRSCt4NPBbQ","Home Services, Real Estate, Apartments","Charlotte",True,"35","-81","Vistas At 707","28204","4","2","NC"
"4832F Park Rd","TPk413Nsjz1t3jeBDT3yGQ","Pet Groomers, Pets, Pet Services","Charlotte",True,"35","-81","Canine Carousel Of South Park","28209","8","4","NC"
